biblio_id;judul_buku;kode_ddc;ddc_bersih;program_studi_ddc;program_studi_prediksi;confidence;multilabel_list
15447;Laksamana Malahayati : Sang Perempuan Keumala ( Sebuah Epos Untuk Nanggroe);813 MOE l;813;Umum;Umum;96.91;Umum
15451;Untuk Republik : Kisah - Kisah Teladan Kesederhanaan Tokoh Bangsa;920.0598 BAS u;920;Umum;Umum;97.16;Umum
15452;Zero to One : Membangun Startup Membangun Masa Depan;650 THI z;650;Administrasi Niaga;Administrasi Niaga;78.49;Administrasi Niaga
15453;Sprint : 5 Hari Sukses Pecahkan Masalah dan Uji Ide Baru;658.403 KNA s;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15454;Bahagia Berbagi dalam Keberagaman;158 KIC b;158;Umum;Umum;88.82;Umum
15455;Self Disruption : Bagaimana Perusahaan Keluar dari Perangkap Masa Lalu dan Mendisrupsi Dirinya Menjadi Perusahan Yang Sehat;658.16 KAS s;658;Administrasi Niaga;Administrasi Niaga;78.26;Administrasi Niaga, Umum
15456;Koperasi dan UMKM sebagai Fondasi Perekonomian Indonesia;334.0598 TAN k;334;Administrasi Niaga;Administrasi Niaga;98.24;Administrasi Niaga
15457;Reinventing : Semua Berawal dari Energi. Ia Menghidupkan, Mengancam dan Mengubah Hidup Kita;650.1 KAS r;650;Administrasi Niaga;Administrasi Niaga;73.96;Administrasi Niaga
15458;Millenials Who Manage : Mengoptimalkan Interaksi Multigenerasi dan Menjadi Pemimpin Hebat;303.34 ESP m;303;Umum;Umum;87.47;Umum
15459;When Millennials Take Over : Mempersiapkan Masa Depan Bisnis yang Luar Biasa Optimis;650 NOT m;650;Administrasi Niaga;Administrasi Niaga;75.83;Administrasi Niaga
15460;BANKIR : KEPEMIMPINAN LEMBAGA PERBANKAN ABAD KE - 21;332.1 JOY b;332;Akuntansi;Akuntansi;93.4;Akuntansi
15464;OJK WAY : IMPLEMENTASI MANAJEMEN PERUBAHAN DI OJK;658.15 HAD o;658;Administrasi Niaga;Administrasi Niaga;81.25;Administrasi Niaga
15465;Akuntansi Syariah;657 HER a;657;Akuntansi;Akuntansi;91.64;Akuntansi
15466;Kajian Riset Akuntansi : Mengulas Berbagai Hasil Penelitian Terkini dalam Bidang Akuntansi dan Keuangan;001.42 HER k;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;73.91;Teknik Informatika & Komputer, Akuntansi
15467;Governance, Risk Management, and Compliance;658.02 SUS g;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15468;Entrepreneurrial Selling : 12 Jurus Memulai Bisnis;650 TAN e;650;Administrasi Niaga;Administrasi Niaga;81.82;Administrasi Niaga
15469;Investing in Digital Startups : Saat Kita Masih Kebingungan, Mereka Sedng Mencetak Miliaran Dolar;332.6 YAN i;332;Akuntansi;Akuntansi;85.07;Akuntansi
15470;Keuangan Mikro Syariah Indonesia;336.598  FER p;336;Akuntansi;Akuntansi;93.84;Akuntansi
15471;Perkembangan Pemikiran Ekonomi Edisi Ketiga;330 DEL p;330;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15472;Milenialnomics : Mengatur Keuangan dengan Bahagia;332.024 SET m;332;Akuntansi;Akuntansi;77.5;Akuntansi, Umum
15473;The High - Potential Reader : Menjadi Pemimpin yang Berpengaruh, Mengambil Tanggung Jawab Baru, dan Bertumbuh dengan Cepat;303.34 CHA t;303;Umum;Umum;90.18;Umum
15480;CEO Stories : Perjalana Sukses 17 CEO di Indonesia;910.6 KAS c;910;Umum;Umum;88.52;Umum
15481;Pengantar Manajemen;658 WAH p;658;Administrasi Niaga;Administrasi Niaga;87.35;Administrasi Niaga
15482;SALES INSIGHT, Spirit, Strategy, Service;658.82 BUD s;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15483;Rocket Marketing (Update Version);658.8 ZEB y;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15505;Pengantar Statistika : Panduan Bagi Pengajar dan Mahasiswa;519.5 ASR p;519;Matematika;Matematika;98.42;Matematika
15506;Analisis Regresi dalam Penelitian Ekonomi dan Bisnis (Dilengkapi Aplikasi SPSS dan Eviews);330.072 TRI a;330;Administrasi Niaga;Administrasi Niaga;66.67;Administrasi Niaga
15507;Memahami Bisnis Bank;332.1 IBI m;332;Akuntansi;Akuntansi;100.0;Akuntansi
15508;Masa Depan Keuangan Syariah Indonesia;332.4  SYA b;332;Akuntansi;Akuntansi;97.74;Akuntansi
15509;Mengelola Kualitas Layanan Perbankan;332.17 IBI m;332;Akuntansi;Akuntansi;98.72;Akuntansi
15510;Menemukan Indonesia;910.4 PRA m;910;Umum;Umum;96.91;Umum
15511;La La La Leeds! Catatan Perjalanan Mahasiswa Indonesia di Inggris;910.941 PRA l;910;Umum;Umum;95.59;Umum
15512;Kambing dan Hujan : Sebuah Roman;813 IKH k;813;Umum;Umum;98.06;Umum
15513;Mengupayakan Hidup Baik  100 Refleksi tentang Psikologi Positif;150.2 PET m;150;Umum;Umum;90.09;Umum
15518;Manajemen Kesehatan Bank Berbasis Risiko;658 IBI m;658;Administrasi Niaga;Administrasi Niaga;93.98;Administrasi Niaga
15519;Wealth Management Tata Kelola;658 IBI w;658;Administrasi Niaga;Administrasi Niaga;87.61;Administrasi Niaga
15521;Instant Marketing for Busy People : Rangkuman Intisari Pemasaran;658.8 RID i;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15522;Samaran;813 ARI s;813;Umum;Umum;98.41;Umum
15523;Juru Bicara;372.623 PRA j;372;Umum;Umum;95.83;Umum
15524;Prinsip - Prinsip Lembaga Keuangan Syariah;332.1 HAK p;332;Akuntansi;Akuntansi;97.75;Akuntansi
15525;Financial Management Canvas : Dapatkan Esensi Laporan Keuangan Secara Visual Untuk Meningkatkan Kinerja Perusahaan;658.15 KHO f;658;Administrasi Niaga;Administrasi Niaga;90.33;Administrasi Niaga
15557;Japanese Folktales : Classic Stories from Japan's Enchanted Past;398.2;398;Umum;Umum;100.0;Umum
15558;Guide To Financial Markets : Why They Exist and How They Work;332;332;Akuntansi;Akuntansi;80.89;Akuntansi, Administrasi Niaga
15559;Leaders Eat Last : Why Some Teams Pull Together and Others Don't;158.4;158;Umum;Umum;97.37;Umum
15560;Influencer : Building Your Personal Brand in The Age of Social Media;801.2;801;Umum;Umum;87.83;Umum
15561;The 5 Essential Principles of Think & Grow Rich (Berpikir Maju dari Setiap Sukses);650.1;650;Administrasi Niaga;Administrasi Niaga;71.44;Administrasi Niaga
15562;ORIGIN;813;813;Umum;Umum;91.32;Umum
15563;Eat Pray Love : One Woman's Search for Everything;813;813;Umum;Umum;98.57;Umum
15565;A History of Tea : The Life and Times of The World's Favorite Beverage;360.4;360;Umum;Umum;94.97;Umum
15566;Ikigai : The Japanese Secret to a Long and Happy Life;613;613;Umum;Umum;100.0;Umum
15567;The Alchemist;813;813;Umum;Umum;97.97;Umum
15568;Men without Women;813;813;Umum;Umum;84.47;Umum
15569;1Q84 The Complete Trilogy;813;813;Umum;Umum;95.16;Umum
15570;Crazy Rich Asians;823;823;Umum;Umum;89.95;Umum
15571;Harry Potter and The Chamber of Secrets;813;813;Umum;Umum;100.0;Umum
15572;Harry Potter and The Chamber of Secrets;813;813;Umum;Umum;98.53;Umum
15573;Harry Potter and The Philosopher's Stone;813;813;Umum;Umum;80.02;Umum
15574;Harry Potter and The Philosopher's Stone;813;813;Umum;Umum;100.0;Umum
15575;Magnus Chase and The Ship Of The Dead;813;813;Umum;Umum;93.13;Umum
15576;The Strange Library;813;813;Umum;Umum;88.85;Umum
15577;Why Nation Fail : The Origins of Power, Prosperity, and Poverty;330;330;Administrasi Niaga;Administrasi Niaga;73.11;Administrasi Niaga
15578;Our World Cup a Fan's Guide to 2018;796.332;796;Umum;Umum;82.94;Umum
15579;Tokyo A Biography;920;920;Umum;Umum;71.06;Umum
15580;Fing : An Explosively Funny Tale Illustrated by Tony Ross;741.5;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;77.79;Teknik Grafika & Penerbitan
15581;How To Draw Almost Everything : an Illustrated Sourcebook;741.6;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;89.15;Teknik Grafika & Penerbitan
15582;Never Give Up : Jack Ma In His Own Words;920;920;Umum;Umum;76.61;Umum
15583;How To Draw Almost Every Day : an Illustrated Sourcebook;741.6;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;96.8;Teknik Grafika & Penerbitan
15584;Fantastic Beasts : The Crimes of Grindelwald The Original Screenplay;791.43;791;Umum;Umum;93.22;Umum
15585;Harry Potter : a History of Magic;813;813;Umum;Umum;100.0;Umum
15586;Facebook Advertising : Third Edition;659.14;659;Administrasi Niaga;Administrasi Niaga;74.37;Administrasi Niaga
15588;Youtube For Business : Second Edition;658.8;658;Administrasi Niaga;Administrasi Niaga;80.68;Administrasi Niaga
15589;Instagram For Business;770.285;770;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;71.55;Teknik Grafika & Penerbitan
15590;Google AdWords : Fifth Edition;659.14;659;Administrasi Niaga;Administrasi Niaga;71.5;Administrasi Niaga
15591;Happy Homemade Sew Chic : 20 Simple Everyday Design;746.92;746;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;81.04;Teknik Grafika & Penerbitan
15594;HOW TO DO EVERTYTHING DIGITAL CAMERA;771.3;771;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;88.57;Teknik Grafika & Penerbitan
15621;All Marketters are Liars Tell Stories : The Underground Classic That Explains How Marketing Really Works and Why Authenticity is The Best Marketing of All;658.8;658;Administrasi Niaga;Administrasi Niaga;75.95;Administrasi Niaga, Umum
15622;Educated;371.9;371;Umum;Umum;81.17;Umum
15623;The Intelligent Investor : The Definitive Book On Value Investing;332.6;332;Akuntansi;Akuntansi;81.2;Akuntansi
15624;The $100 Startup : Fire Your Boss, Do What You Love and Work Better To Live More;338.04092;338;Administrasi Niaga;Administrasi Niaga;81.67;Administrasi Niaga
15625;HBR Guide To Your Professional Growth : Learn New Skills Develop Your Potential Stay Relevant;338.9;338;Administrasi Niaga;Administrasi Niaga;65.4;Administrasi Niaga
15626;Strategic Human Resources Management : Leading Inovative Organizations Series;658;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15627;Management Information Systems : Managing the Digital Firm;658;658;Administrasi Niaga;Administrasi Niaga;95.99;Administrasi Niaga
15629;Introduction To Management Science : a Modeling and Case Studies Approach with Spreadsheets;658;658;Administrasi Niaga;Administrasi Niaga;85.79;Administrasi Niaga
15650;Marketing 4.0 Moving from Traditional to Digital;658.8;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15651;Creative Calling : Establish a Daily Practice, Infuse Your World with Meaning, and succeed in Works + Life;153.3;153;Umum;Umum;87.3;Umum
15652;People, Power and Profits : Progressive Capitalism for an Age of Discontent;332;332;Akuntansi;Akuntansi;73.56;Akuntansi
15653;The Fourth Industrial Revolution;338;338;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15654;The Productivity Project : Proven Ways to Become More Awesome;338.01;338;Administrasi Niaga;Administrasi Niaga;68.76;Administrasi Niaga, Umum
15655;Fake : Fake Money, Fake Teachers, Fake Assets;332.4;332;Akuntansi;Akuntansi;77.53;Akuntansi
15656;Bank 4.0 : Banking Everywhere, Never at a Bank;332.1;332;Akuntansi;Akuntansi;85.31;Akuntansi
15663;Brief Answers to The Big Questions;160;160;Umum;Umum;95.28;Umum
15665;Atomic Habits : An easy and Proven way to Build Good Habits and Break Bad Ones;028.9;28;Teknik Informatika & Komputer;Teknik Informatika & Komputer;69.21;Teknik Informatika & Komputer, Umum
15666;Yanis Varoufakis Talking to My Daughter : A Brief History of Capitalism;330.112;330;Administrasi Niaga;Administrasi Niaga;74.96;Administrasi Niaga, Umum
15667;Sapiens A Brief History of Humandkind;599.938;599;Sains;Sains;83.68;Sains
15668;One Hundred Dollar Startup : Reinvent The Way You Make a Living, Do what You Love, and Create a New Future;658.1;658;Administrasi Niaga;Administrasi Niaga;73.61;Administrasi Niaga
15677;Mindful Listening : Emotional Intelligence;153.9;153;Umum;Umum;76.01;Umum
15678;The Art of Thingking Clearly;153.4;153;Umum;Umum;86.7;Umum
15679;Thinking, Fast and Slow;153.4;153;Umum;Umum;89.06;Umum
15680;The Lean Startup : How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Business;658.1;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15681;HBR Guide to Thinking Strategically;658.4;658;Administrasi Niaga;Administrasi Niaga;72.06;Administrasi Niaga
15682;Grit : Why Passion and Resilience are The Secrets to Success;168;168;Umum;Umum;79.96;Umum, Administrasi Niaga
15683;The 5 am Club : Own Your Morning Elevate Your Life;181;181;Umum;Umum;69.02;Umum
15684;Guide To Analysing Companies;658.16;658;Administrasi Niaga;Administrasi Niaga;73.38;Administrasi Niaga
15685;Homo Deus : a Brief History of Tomorrow;909.83;909;Umum;Umum;90.44;Umum
15686;The Revenge of Analog : Real Things and Why They Matter;306.3;306;Umum;Umum;82.18;Umum
15687;On Business Model Innovation : If You Read Nothing Else on;650;650;Administrasi Niaga;Administrasi Niaga;93.62;Administrasi Niaga
15688;Minecraft;153.3;153;Umum;Umum;86.09;Umum
15691;The Asean Miracle : a Catalyst for Peace;305.805;305;Umum;Umum;76.79;Umum
15692;Create Uniqueness : How to Turn a Passion Into a Business;650;650;Administrasi Niaga;Administrasi Niaga;82.47;Administrasi Niaga, Umum
15693;Reflection of A Man II;158.2;158;Umum;Umum;97.5;Umum
15694;Urbanization, Human Capital and Regional Development : The Indonesian Experiences (Fiscal Policy Analysis Series);307.76;307;Umum;Umum;74.23;Umum, Administrasi Niaga
15695;Good Vibes, Good Life;152.4;152;Umum;Umum;100.0;Umum
15696;Alibaba : The House That Jack Ma Built;381.142 0951;381;Administrasi Niaga;Administrasi Niaga;64.1;Administrasi Niaga, Umum
15697;L'art de la Simplicite : How to Live More With Less;158.1;158;Umum;Umum;93.95;Umum
15698;The Art of War : The Definite Interprestation of Sun Tzu's Classic Book of Strategy;355.02;355;Umum;Umum;66.16;Umum
15699;Factfulness;155.9;155;Umum;Umum;86.1;Umum
15700;Familiar Strangers : Anthology of Poems and Short Stories by Indonesian Migrant Workers;158.27;158;Umum;Umum;91.77;Umum
15703;Sang Pemenang Berdiri Sendiri : The Winner Stand Alone;813;813;Umum;Umum;84.73;Umum
15704;Barking up The Wrong Tree : The Suprising Science Behind Why Everything You Know About Success is (Mostly) Wrong;650;650;Administrasi Niaga;Administrasi Niaga;78.05;Administrasi Niaga, Umum
15705;Rich dad Poor Dad with Updates for Today's World and 9 New Study Sssion Section;332.4;332;Akuntansi;Akuntansi;81.52;Akuntansi
15706;The Book of Question;160;160;Umum;Umum;90.85;Umum
15707;Are You Smart Enough to Work at Google? : Trick Question, Zen-Like Riddles, Insanely Difficult Puzzles, and Other Devious Interviewing Techniques You Need to Know to Get a Job Anywhere in The New Economy;004.678;4;Teknik Informatika & Komputer;Teknik Informatika & Komputer;80.05;Teknik Informatika & Komputer
15708;How to Win Friends and Influence People : The Original is Still The Best! The Only Book You Need to Lead You to Success;158.2;158;Umum;Umum;88.12;Umum
15709;I am Malala : The Girl Who Stood Up For Education and Was Shot By The Taliban;920;920;Umum;Umum;98.45;Umum
15710;Ego is The Enemy : The Flight to Master Our Greatest Opponent;155.2;155;Umum;Umum;81.98;Umum
15711;The Spider Network : The Wild Story of a Maths Genius and One of The Greatest Scams in Financial History;364.163;364;Umum;Umum;82.67;Umum
15712;Elon Musk : how The Billionaire CEO of Spacex and Tesla is Shaping Our Future;920;920;Umum;Umum;81.86;Umum
15713;Better Than Before : Mastering the Habits of Our Everyday Lives;153.8;153;Umum;Umum;95.1;Umum
15714;Twelve Rules For Life;170.44;170;Umum;Umum;84.24;Umum
15715;The Art of Opportunity : Seni Meraih Peluang / Cara Menghasilkan Pertumbuhan Bisnis dan Membangun Bisnis Baru Melalui Inovasi Strategis dan Pemikiran Visual;650;650;Administrasi Niaga;Administrasi Niaga;85.14;Administrasi Niaga
15716;21 Lessons for The 21st Century;303;303;Umum;Umum;80.14;Umum, Teknik Informatika & Komputer
15717;Leadership Ilmu dan Kepemimpinan;155.25;155;Umum;Umum;100.0;Umum
15719;The Corporate Startup : How estabilished companies can develop successful innovation ecosystems;654.408;654;Administrasi Niaga;Administrasi Niaga;99.5;Administrasi Niaga
15723;The Business of The 21st Century;650;650;Administrasi Niaga;Administrasi Niaga;75.03;Administrasi Niaga
15721;The Last Girl : My Story of Capitivity, and My Fight Against The Islamic State;956.7;956;Umum;Umum;91.49;Umum
15722;Marketing in Challenging Times : Entrepreneurship, Productivity, Creativity;658.8;658;Administrasi Niaga;Administrasi Niaga;89.38;Administrasi Niaga
15724;The Complete Indonesian Cook Book;641.5;641;Umum;Umum;84.09;Umum
15725;International Business : A Managerial Perspective : Eight Edition;650;650;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15727;Linkedin For Business : Third Edition;650;650;Administrasi Niaga;Administrasi Niaga;92.84;Administrasi Niaga
15729;How Business Works : A Graphic Guide to Business Success;658.11;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
15730;IELTS Graduation : Student's Books;370;370;Umum;Umum;99.26;Umum
15731;The Sun and Her Flowers;899.221 1;899;Umum;Umum;100.0;Umum
17751;manajemen adminstrasi perkantoran modern;651.3;651;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17754;Manajemen risiko 2 : mengidentifikasi risiko likuiditas, reputasi, hukum, kepatuhan dan strategik bank;658.155;658;Administrasi Niaga;Administrasi Niaga;92.79;Administrasi Niaga
17755;Mengelola bank komersial;332.122;332;Akuntansi;Akuntansi;100.0;Akuntansi
17756;Analisis laporan keuangan : teori dan aplikasi;657.3;657;Akuntansi;Akuntansi;96.35;Akuntansi
17757;Kepatuhan dalam bisnis bank;332.1;332;Akuntansi;Akuntansi;100.0;Akuntansi
17758;Supervisi manajemen risiko bank;658.255;658;Administrasi Niaga;Administrasi Niaga;94.1;Administrasi Niaga
17759;Mengenal operasional perbankan 2;332.1;332;Akuntansi;Akuntansi;94.17;Akuntansi
17760;Matematika terapan untuk bisnis dan ekonomi;516.076;516;Matematika;Matematika;85.71;Matematika
17761;Prinsip - prinsip manajemen keuangan : fundamentals of financial management;658.15;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17762;Pengantar manajemen : fungsi - proses - pengendalian;658;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17763;SAK (Standar Akuntansi Keuangan);657.48;657;Akuntansi;Akuntansi;100.0;Akuntansi
17764;Manajemen ekspor - impor;382.6;382;Administrasi Niaga;Administrasi Niaga;93.34;Administrasi Niaga
17765;Manajemen sumber daya manusia : untuk tenaga operasional;658.311 2;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17766;SAK (Standar Akuntansi Keuangan) : Entitas Mikro, Kecil, dan Menengah;657.48;657;Akuntansi;Akuntansi;100.0;Akuntansi
17768;Akuntansi Perbankan Syariah;657;657;Akuntansi;Akuntansi;100.0;Akuntansi
17769;Manajemen Risiko Edisi 2;658.155;658;Administrasi Niaga;Administrasi Niaga;96.74;Administrasi Niaga
17770;English for accounting;420.657;420;Umum;Umum;87.55;Umum
17771;The handbook of Business English : The Book That Gets You Promoted;428.24;428;Umum;Umum;82.13;Umum
17772;Metodologi Penelitian Kualitatif Akuntansi : Pengantar Religiositas Keilmuwan;001.42;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;98.13;Teknik Informatika & Komputer
17773;Pasar modal;380.1;380;Administrasi Niaga;Administrasi Niaga;96.89;Administrasi Niaga
17774;Business English : Menguasai bahasa inggris bisnis secara cepat;428.2;428;Umum;Umum;100.0;Umum
17775;Bisnis Kredit Perbankan;332.7;332;Akuntansi;Akuntansi;88.36;Akuntansi
17776;Manajemen Kesehatan Bank Berbasis Risiko;658.155;658;Administrasi Niaga;Administrasi Niaga;93.93;Administrasi Niaga
17777;Tata Kelola Manajemen Risiko Perbankan;658.155;658;Administrasi Niaga;Administrasi Niaga;96.98;Administrasi Niaga
17778;Pahami dan Hindari : Buku Memahami dan Menghindai Tindak Pidana Perbankan;346.082;346;Umum;Umum;84.96;Umum, Akuntansi
17779;Strategi Manajemen Risiko Bank;658.155;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17780;Meengelola bank komersial;332.122;332;Akuntansi;Akuntansi;98.15;Akuntansi
17781;Manajemen Kesehatan Bank Berbasis Risiko;658.155;658;Administrasi Niaga;Administrasi Niaga;98.42;Administrasi Niaga
17782;Mengelola Kredit Secara Sehat;332.7;332;Akuntansi;Akuntansi;86.48;Akuntansi
17783;Mengenal Operasional Perbankan 2;332.1;332;Akuntansi;Akuntansi;95.82;Akuntansi
17784;Manajemen risiko 2 : mengidentifikasi risiko likuiditas, reputasi, hukum, kepatuhan dan strategik bank;658.155;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17785;Tata Kelola Manajemen Risiko Perbankan;658.155;658;Administrasi Niaga;Administrasi Niaga;76.54;Administrasi Niaga, Akuntansi
17786;Strategi sukses bisnis bankÃ‚Â ;332.1;332;Akuntansi;Akuntansi;84.93;Akuntansi, Administrasi Niaga
17787;Mengelola Kualitas Layanan Perbankan;332.17;332;Akuntansi;Akuntansi;100.0;Akuntansi
17788;Memahami Supervisi Audit Intern Bank;332.1;332;Akuntansi;Akuntansi;100.0;Akuntansi
17789;Akuntansi Asuransi Syariah;657.9;657;Akuntansi;Akuntansi;78.21;Akuntansi
17790;Pedoman dan strategi audit intern bank;657.45;657;Akuntansi;Akuntansi;93.69;Akuntansi
17791;Strategi manajemen risiko Bank;658.401;658;Administrasi Niaga;Administrasi Niaga;77.25;Administrasi Niaga
17794;SAK (Standar Akuntansi Keuangan) Per Januari 2019;657.48;657;Akuntansi;Akuntansi;100.0;Akuntansi
17795;Mengenal Operasional Perbankan 1;332.1;332;Akuntansi;Akuntansi;86.94;Akuntansi
17796;Manajemen Dana dan Kesehatan Bank;332.106.8;332;Akuntansi;Akuntansi;100.0;Akuntansi
17797;Pemasaran Jasa Bank;332.17;332;Akuntansi;Akuntansi;77.05;Akuntansi, Administrasi Niaga
17798;Manajemen Aset dan Lialibilitas Bank Syariah;297.273;297;Umum;Umum;70.19;Umum, Akuntansi
17799;Mahir akuntansi pajak terapan berbasis standar akuntansi dan ketentuan pajak terbaru;657.46;657;Akuntansi;Akuntansi;99.63;Akuntansi
17800;Akuntansi pajak;657.76;657;Akuntansi;Akuntansi;96.82;Akuntansi
17801;Manajemen Pembiayaan;658.15;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
18019;Pemetaan Media Tradisional Komunikatif : Lestarikan Tradisi Kelola Komunikasi;302.2;302;Umum;Umum;87.62;Umum
17806;Energi Terbarukan : Konsep Dasar Menuju Kemandirian Energi;621.042;621;Teknik Mesin;Teknik Mesin;77.75;Teknik Mesin
17807;Color Basic : Panduan Dasar Warna untuk Desainer & Industri Grafika;741.6;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;82.02;Teknik Grafika & Penerbitan
17808;Basic Printing : Panduan Dasar Cetak untuk Desainer dan Industri Grafika;741.6;741;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;95.04;Teknik Grafika & Penerbitan
17809;Mengangkat Peristiwa Ke Layar Kaca : Panduan Menjadi Jurnalis Televisi;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;91.21;Teknik Grafika & Penerbitan
17810;Aplikasi Teknik Listrik Dan Elektronika Pada Alat Berat;621.31;621;Teknik Elektro;Teknik Elektro;88.08;Teknik Elektro
17811;4 Pilar Jurnalistik : Pengetahuan Dasar Belajar Jurnalistik;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;91.21;Teknik Grafika & Penerbitan
17812;Packaging Handbook : Where Creative Ideas Become Reality;688.9;688;Teknik Mesin;Teknik Mesin;92.73;Teknik Mesin
17813;Dasar - Dasar Analisis Sintaksis;415;415;Umum;Umum;100.0;Umum
17814;Pengantar Penerjemahan;686;686;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;74.07;Teknik Grafika & Penerbitan, Umum
17815;Tipografi : Tiap Font Memiliki Nyawa dan Arti;745.67;745;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;96.0;Teknik Grafika & Penerbitan
17816;Audit Internal Konsep Dan Praktik (Sesuai International Standars for The Professional Practice of Internal Auditing 2013);657.45;657;Akuntansi;Akuntansi;80.97;Akuntansi
17817;Digital Printing Handbook  : Large Format/ Print Ondemand Digital imaging/ Digital proofing;745.67;745;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;84.56;Teknik Grafika & Penerbitan
17818;Jurnalistik Sedetik;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;98.76;Teknik Grafika & Penerbitan
17819;Sistem Proteksi Pembangkitan Tenaga Listrik;537.1;537;Teknik Elektro;Teknik Elektro;96.1;Teknik Elektro
17820;Konsep dan Aplikasi Pengantar Teknik Sipil;624;624;Teknik Sipil;Teknik Sipil;79.21;Teknik Sipil
17821;Media Massa & Masyarakat Modern;624;624;Teknik Sipil;Teknik Sipil;89.54;Teknik Sipil
17822;The Big Sleep (Tidur Panjang);813;813;Umum;Umum;97.29;Umum
17823;Berita Untuk Mata & Telinga : Pemahaman Prkatisi Jurnalistik Televisi;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;100.0;Teknik Grafika & Penerbitan
17824;Manajemen Alat Berat;658.27;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17825;Selena;813;813;Umum;Umum;96.72;Umum
17826;Jurnalisme Penyiaran dan Reportase Televisi;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;92.08;Teknik Grafika & Penerbitan
17827;Jurnalisme Dasar : Panduan Praktis Para Jurnalis;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;92.47;Teknik Grafika & Penerbitan
17828;Etika Penulisan Karya Ilmiah;001.42;1;Teknik Informatika & Komputer;Teknik Informatika & Komputer;81.0;Teknik Informatika & Komputer, Umum
17829;Creativity On Print (Kreativitas Pada Digital Printing, Cetak Offset dan Cetak Kemasan);769.5;769;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;96.12;Teknik Grafika & Penerbitan
17830;Seri Jurnalistik Wartawan Hebat Jurnalisme Kompas;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;100.0;Teknik Grafika & Penerbitan
17831;Pasar Modal Syariah;332.041;332;Akuntansi;Akuntansi;91.94;Akuntansi
17832;Manajemen Produk;658.5;658;Administrasi Niaga;Administrasi Niaga;100.0;Administrasi Niaga
17833;Pengantar Jurnalistik : Seputar Organisasi, Produk dan Kode Etik;070.4;70;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;89.37;Teknik Grafika & Penerbitan
17834;Ilmu Bahan Grafika;771.5;771;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;88.2;Teknik Grafika & Penerbitan
17835;Designer Handbook dalam Produksi Cetak dan Digital Prinitng;745.67;745;Teknik Grafika & Penerbitan;Teknik Grafika & Penerbitan;83.33;Teknik Grafika & Penerbitan
17836;Alat Berat;621.87;621;Teknik Mesin;Teknik Mesin;83.58;Teknik Mesin
